value,name,desc,CAT,type,length,units,new,deleted,SISO
57001,DID_ENVIR_METEOR_BAROMETRIC_PRESSURE,Environment - Meteorological - Barometric Pressure,Meteorology,unknown,unknown,unknown,0,0,0
57007,DID_ENVIR_METEOR_HF_SIG_PROP_ADJ,Environment - Meteorological - HF Sig Prop Adj,Meteorology,unknown,unknown,unknown,0,0,0
57008,DID_ENVIR_METEOR_GPS_NUM_SATS,Environment - Meteorological - GPS Num Sats,Meteorology,unknown,unknown,unknown,0,0,0
57009,DID_ENVIR_METEOR_GPS_JAMMING_STATE,Environment - Meteorological - GPS Jamming State,Meteorology,unknown,unknown,unknown,0,0,0
57010,DID_ENVIR_METEOR_HF_PROP_MODE,Environment - Meteorological - HF Prop Mode,Meteorology,unknown,unknown,unknown,0,0,0
57020,DID_ENVIR_METEOR_IR_CROSSOVER_STATE,Environment - Meteorological - IR Crossover State,Meteorology,unknown,unknown,unknown,0,0,0
57021,DID_ENVIR_METEOR_IR_CROSSOVER_MINIMUM,Environment - Meteorological - IR Crossover Minimum,Meteorology,unknown,unknown,unknown,0,0,0
57022,DID_ENVIR_METEOR_IR_CROSSOVER_MAXIMUM,Environment - Meteorological - IR Crossover Maximum,Meteorology,unknown,unknown,unknown,0,0,0
57023,DID_ENVIR_METEOR_IR_CROSSOVER_DURATION,Environment - Meteorological - IR Crossover Duration,Meteorology,unknown,unknown,unknown,0,0,0
57024,DID_ENVIR_METEOR_IR_CROSSOVER_CURRENT,Environment - Meteorological - IR Crossover Current,Meteorology,unknown,unknown,unknown,0,0,0
57025,DID_ENVIR_METEOR_IR_CROSSOVER_GMT_SECONDS,Environment - Meteorological - IR Crossover GMT Seconds,Meteorology,unknown,unknown,unknown,0,0,0
57026,DID_ENVIR_METEOR_IR_CROSSOVER_GMT_DAY,Environment - Meteorological - IR Crossover GMT Day,Meteorology,unknown,unknown,unknown,0,0,0
57027,DID_ENVIR_METEOR_IR_CROSSOVER_GMT_MONTH,Environment - Meteorological - IR Crossover GMT Month,Meteorology,unknown,unknown,unknown,0,0,0
57028,DID_ENVIR_METEOR_IR_CROSSOVER_GMT_YEAR,Environment - Meteorological - IR Crossover GMT Year,Meteorology,unknown,unknown,unknown,0,0,0
57029,DID_ENVIR_METEOR_IR_CROSSOVER_TIME_LEFT,Environment - Meteorological - IR Crossover Time Left,Meteorology,unknown,unknown,unknown,0,0,0
57030,DID_ENVIR_METEOR_IR_CROSSOVER_TIME_FLAG,Environment - Meteorological - IR Crossover Time Flag,Meteorology,unknown,unknown,unknown,0,0,0
57100,DID_ENVIR_TEMPERATURE,Environment - Temperature,Meteorology,unknown,unknown,unknown,0,0,0
57200,DID_ENVIR_HUMIDITY,Environment - Humidity,Meteorology,unknown,unknown,unknown,0,0,0
57300,DID_ENVIR_VISIBILITY,Environment - Visibility,Meteorology,unknown,unknown,unknown,0,0,0
57301,DID_ENVIR_AMBIENT_VISIBILITY,Environment - Ambient Visibility,Meteorology,unknown,unknown,unknown,0,0,0
57308,DID_ENVIR_SCUD_ENABLE,Environment - Scud Enable,Meteorology,unknown,unknown,unknown,0,0,0
57309,DID_ENVIR_SCATTERED_CLOUD_DENSITY,Environment - Scattered Cloud Density,Meteorology,unknown,unknown,unknown,0,0,0
57310,DID_ENVIR_SCENE_ILLUMINATION_STATE,Environment - Scene Illumination State,Meteorology,unknown,unknown,unknown,0,0,0
57311,DID_ENVIR_ROTOR_WASH_ENABLE,Environment - Rotor Wash Enable,Meteorology,unknown,unknown,unknown,0,0,0
57400,DID_ENVIR_WINDS_AGGR,Environment - Winds (Aggregate),Meteorology,unknown,unknown,unknown,0,0,0
57410,DID_ENVIR_WIND_SPEED_AGGR,Environment - Wind Speed (Aggregate),Meteorology,unknown,unknown,unknown,0,0,0
57411,DID_ENVIR_WIND_SPEED_KNOTS,Environment - Wind Speed - Knots,Meteorology,floating point,32-bits,knots,0,0,0
57420,DID_ENVIR_WIND_DIRECTION,Environment - Wind Direction,Meteorology,floating point,32-bits,radians,0,0,0
57421,DID_ENVIR_WIND_DIRECTION_DEGREES,Environment - Wind Direction - Degrees,Meteorology,floating point,32-bits,degrees,0,0,0
57430,DID_ENVIR_PRESSURE,Environment - Pressure,Meteorology,unknown,unknown,unknown,0,0,0
57500,DID_ENVIR_RAINSOAK,Environment - Rainsoak,Meteorology,unknown,unknown,unknown,0,0,0
57610,DID_ENVIR_TIDE_SPEED,Environment - Tide Speed,Tides,floating point,32-bits,meters/second,0,0,0
57611,DID_ENVIR_TIDE_SPEED_KNOTS,Environment - Tide Speed - Knots,Tides,floating point,32-bits,knots,0,0,0
57620,DID_ENVIR_TIDE_DIRECTION,Environment - Tide Direction,Tides,floating point,32-bits,radians,0,0,0
57621,DID_ENVIR_TIDE_DIRECTION_DEGREES,Environment - Tide Direction - Degrees,Tides,floating point,32-bits,degrees,0,0,0
57700,DID_ENVIR_SEASON,Environment - Season,Meteorology,fixed,unknown,unknown,0,0,0
58000,DID_ENVIR_HAZE,Environment - Haze,Meteorology,boolean,unknown,boolean,0,0,0
58100,DID_ENVIR_HAZE_VISIBILITY_METERS,Environment - Haze - Visibility - Meters,Meteorology,unknown,unknown,meters,0,0,0
58105,DID_ENVIR_HAZE_VISIBILITY_MILES,Environment - Haze - Visibility - Miles,Meteorology,unknown,unknown,miles,0,0,0
58200,DID_ENVIR_HAZE_DENSITY,Environment - Haze - Density,Meteorology,unknown,unknown,unknown,0,0,0
58430,DID_ENVIR_HAZE_CEILING_METERS,Environment - Haze - Ceiling - Meters,Meteorology,unknown,unknown,meters,0,0,0
58435,DID_ENVIR_HAZE_CEILING_FEET,Environment - Haze - Ceiling - Feet,Meteorology,unknown,unknown,feet,0,0,0
59000,DID_ENVIR_CONTAM_AND_OBS_AGGR,Environment - Contaminants and Obscurants (Aggregate),Contaminants and Obscurants,unknown,unknown,unknown,0,0,0
59100,DID_ENVIR_CONTAM_AND_OBS_TYPE,Environment - Contaminants and Obscurants - Type,Contaminants and Obscurants,unsigned integer,32-bits,unknown,0,0,0
59110,DID_ENVIR_CONTAM_AND_OBS_PERSISTENCE,Environment - Contaminants and Obscurants - Persistence,Contaminants and Obscurants,enumeration,8-bits,unknown,0,0,0
59115,DID_ENVIR_CONTAM_AND_OBS_CHEM_DOSAGE,Environment - Contaminants and Obscurants - Chemical Dosage,Contaminants and Obscurants,floating point,32-bits,milligrams/meter cubed/minute,0,0,0
59120,DID_ENVIR_CONTAM_AND_OBS_CHEM_AIR_CONCENTRATION,Environment - Contaminants and Obscurants - Chemical Air Concentration,Contaminants and Obscurants,floating point,32-bits,milligrams/meter cubed,0,0,0
59125,DID_ENVIR_CONTAM_AND_OBS_CHEM_GROUND_DEPOSITION,Environment - Contaminants and Obscurants - Chemical Ground Deposition,Contaminants and Obscurants,floating point,32-bits,milligrams/meter squared,0,0,0
59130,DID_ENVIR_CONTAM_AND_OBS_CHEM_MAXIMUM_GROUND_DEPOSITION,Environment - Contaminants and Obscurants - Chemical Maximum Ground Deposition,Contaminants and Obscurants,floating point,32-bits,milligrams/meter squared,0,0,0
59135,DID_ENVIR_CONTAM_AND_OBS_CHEM_DOSAGE_THRESHOLD,Environment - Contaminants and Obscurants - Chemical Dosage Threshold,Contaminants and Obscurants,floating point,32-bits,milligram/meter cubed/minute,0,0,0
59140,DID_ENVIR_CONTAM_AND_OBS_BIO_DOSAGE,Environment - Contaminants and Obscurants - Biological Dosage,Contaminants and Obscurants,floating point,32-bits,particles/liter of air/minute,0,0,0
59145,DID_ENVIR_CONTAM_AND_OBS_BIO_AIR_CONCENTRATION,Environment - Contaminants and Obscurants - Biological Air Concentration,Contaminants and Obscurants,floating point,32-bits,particles/liter of air,0,0,0
59150,DID_ENVIR_CONTAM_AND_OBS_BIO_DOSAGE_THRESHOLD,Environment - Contaminants and Obscurants - Biological Dosage Threshold,Contaminants and Obscurants,floating point,32-bits,particles/liter of air/minute,0,0,0
59155,DID_ENVIR_CONTAM_AND_OBS_BIO_BINNED_PARTICLE_COUNT,Environment - Contaminants and Obscurants - Biological Binned Particle Count,Contaminants and Obscurants,enumeration,8-bits,unknown,0,0,0
59160,DID_ENVIR_CONTAM_AND_OBS_RAD_DOSAGE,Environment - Contaminants and Obscurants - Radiological Dosage,Contaminants and Obscurants,floating point,32-bits,unknown,0,0,0
60000,DID_COMMS_AGGR,Communications (Aggregate),Communications,unknown,unknown,unknown,0,0,0
61100,DID_COMMS_CHANNEL_TYPE,Communications - Channel Type,Communications,unknown,unknown,unknown,0,0,0
61101,DID_COMMS_CHANNEL_TYPE_2,Communications - Channel Type 2,Communications,unknown,unknown,unknown,0,0,0
61200,DID_COMMS_CHANNEL_IDENTIFICATION,Communications - Channel Identification,Communications,unknown,unknown,unknown,0,0,0
61300,DID_COMMS_ALPHA_IDENTIFICATION,Communications - Alpha Identification,Communications,unknown,unknown,unknown,0,0,0
61400,DID_COMMS_RADIO_IDENTIFICATION,Communications - Radio Identification,Communications,unknown,unknown,unknown,0,0,0
61500,DID_COMMS_LAND_LINE_IDENTIFICATION,Communications - Land Line Identification,Communications,unknown,unknown,unknown,0,0,0
61600,DID_COMMS_INTERCOM_IDENTIFICATION,Communications - Intercom Identification,Communications,unknown,unknown,unknown,0,0,0
61700,DID_COMMS_GROUP_NETWORK_CHANNEL_NUMBER,Communications - Group Network Channel Number,Communications,unknown,unknown,unknown,0,0,0
62100,DID_COMMS_RADIO_COMMS_STATUS,Communications - Radio Communications Status,Communications,unknown,unknown,unknown,0,0,0
62200,DID_COMMS_STATIONARY_RADIO_TRANS_DEFAULT_TIME,Communications - Stationary Radio Transmitters Default Time,Communications,unsigned integer,unknown,unknown,0,0,0
62300,DID_COMMS_MOVING_RADIO_TRANS_DEFAULT_TIME,Communications - Moving Radio Transmitters Default Time,Communications,unsigned integer,unknown,unknown,0,0,0
62330,DID_COMMS_MOVING_RADIO_TRANS_DEFAULT_TIME_XET_ELAPSED_SECONDS,Communications - Moving Radio Transmitters Default Time - Xet Elapsed Seconds,Communications,unknown,unknown,unknown,0,0,0
62331,DID_COMMS_MOVING_RADIO_TRANS_DEFAULT_TIME_SYNC_BMC_FREEZE,Communications - Moving Radio Transmitters Default Time - Sync Bmc Freeze,Communications,unknown,unknown,unknown,0,0,0
62332,DID_COMMS_MOVING_RADIO_TRANS_DEFAULT_TIME_SYNC_BMC_HF_SIG_DEG,Communications - Moving Radio Transmitters Default Time - Sync Bmc HF sig Deg,Communications,unknown,unknown,unknown,0,0,0
62400,DID_COMMS_STATIONARY_RADIO_SIGNALS_DEFAULT_TIME,Communications - Stationary Radio Signals Default Time,Communications,unknown,unknown,unknown,0,0,0
62500,DID_COMMS_MOVING_RADIO_SIGNAL_DEFAULT_TIME,Communications - Moving Radio Signal Default Time,Communications,unknown,unknown,unknown,0,0,0
63101,DID_COMMS_RADIO_INITIALIZATION_TRANSEC_SECURITY_KEY,Communications - Radio Initialization Transec Security Key,Communications,variable,unknown,unknown,0,0,0
63102,DID_COMMS_RADIO_INITIALIZATION_INTERNAL_NOISE_LEVEL,Communications - Radio Initialization Internal Noise Level,Communications,variable,unknown,unknown,0,0,0
63103,DID_COMMS_RADIO_INITIALIZATION_SQUELCH_THRESHOLD,Communications - Radio Initialization Squelch Threshold,Communications,variable,unknown,unknown,0,0,0
63104,DID_COMMS_RADIO_INITIALIZATION_ANTENNA_LOCATION,Communications - Radio Initialization Antenna Location,Communications,variable,unknown,unknown,0,0,0
63105,DID_COMMS_RADIO_INITIALIZATION_ANTENNA_PATTERN_TYPE,Communications - Radio Initialization Antenna Pattern Type,Communications,variable,unknown,unknown,0,0,0
63106,DID_COMMS_RADIO_INITIALIZATION_ANTENNA_PATTERN_LENGTH,Communications - Radio Initialization Antenna Pattern Length,Communications,variable,unknown,unknown,0,0,0
63107,DID_COMMS_RADIO_INITIALIZATION_BEAM_DEFINITION,Communications - Radio Initialization Beam Definition,Communications,variable,unknown,unknown,0,0,0
63108,DID_COMMS_RADIO_INITIALIZATION_TRANSMIT_HEARTBEAT_TIME,Communications - Radio Initialization Transmit Heartbeat Time,Communications,variable,unknown,unknown,0,0,0
63109,DID_COMMS_RADIO_INITIALIZATION_TRANSMIT_DISTANCE_THRESHOLD,Communications - Radio Initialization Transmit Distance Threshold ,Communications,variable,unknown,unknown,0,0,0
63110,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_LOCKOUT_ID,Communications - Radio Channel Initialization Lockout ID,Communications,variable,unknown,unknown,0,0,0
63111,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_HOPSET_ID,Communications - Radio Channel Initialization Hopset ID,Communications,variable,unknown,unknown,0,0,0
63112,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_PRESET_FREQUENCY,Communications - Radio Channel Initialization Preset Frequency,Communications,variable,unknown,unknown,0,0,0
63113,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_FREQUENCY_SYNC_TIME,Communications - Radio Channel Initialization Frequency Sync Time ,Communications,variable,unknown,unknown,0,0,0
63114,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_COMSEC_KEY,Communications - Radio Channel Initialization Comsec Key,Communications,variable,unknown,unknown,0,0,0
63115,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_ALPHA,Communications - Radio Channel Initialization Alpha,Communications,variable,unknown,unknown,0,0,0
63200,DID_COMMS_RADIO_SC_NET_INITIALIZATION_ID,Communications - Radio Sc Net Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63202,DID_COMMS_RADIO_FH_NET_INITIALIZATION_ID,Communications - Radio Fh Net Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63204,DID_COMMS_RADIO_NET_DELETION_ID,Communications - Radio Net Deletion ID ,Communications,variable,unknown,unknown,0,0,0
63206,DID_COMMS_RADIO_SYSTEM_INITIALIZATION_ID,Communications - Radio System Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63208,DID_COMMS_RADIO_INITIALIZATION_ID,Communications - Radio Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63210,DID_COMMS_RADIO_CHANNEL_INITIALIZATION_ID,Communications - Radio Channel Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63212,DID_COMMS_RADIO_CHANNEL_COMSEC_INITIALIZATION_ID,Communications - Radio Channel Comsec Initialization ID ,Communications,variable,unknown,unknown,0,0,0
63250,DID_COMMS_RESPONSE_RECORD_ID,Communications - Response Record ID ,Communications,variable,unknown,unknown,0,0,0
63260,DID_COMMS_BISEPS_RECORD_ID,Communications - Biseps Record ID ,Communications,variable,unknown,unknown,0,0,0
65536,DID_ENVIRONMENT_PROCESS_GEOMETRY_BOUNDING_SPHERE,EP Geometry - Bounding Sphere Record,Environment,variable,320-bits,unknown,0,0,0
70000,DID_ALGORITHM_PARMS_AGGR,Algorithm Parameters (Aggregate),Algorithm Parameters,unknown,unknown,unknown,0,0,0
71000,DID_DRA_AGGR,Dead Reckoning Algorithm (DRA) (Aggregate),Algorithm Parameters,unknown,unknown,unknown,0,0,0
71100,DID_DRA_LOCATION_THRESHOLD,Dead Reckoning Algorithm (DRA) - DRA Location Threshold,Algorithm Parameters,unsigned integer,32-bits,unknown,0,0,0
71200,DID_DRA_ORIENT_THRESHOLD,Dead Reckoning Algorithm (DRA) - DRA Orientation Threshold,Algorithm Parameters,unknown,unknown,unknown,0,0,0
71300,DID_DRA_TIME_THRESHOLD,Dead Reckoning Algorithm (DRA) - DRA Time Threshold,Algorithm Parameters,unknown,unknown,unknown,0,0,0
71400,DID_FBCB2_TIME_THRESHOLD_ID_FBCB2_TIME_THRESHOLD_ID,FBCB2 Time Threshold ID - FBCB2 Time Threshold ID,FBCB2,variable,unknown,unknown,0,0,0
71500,DID_FBCB2_MOTION_THRESHOLD_ID_FBCB2_MOTION_THRESHOLD_ID,FBCB2 Motion Threshold ID - FBCB2 Motion Threshold ID,FBCB2,variable,unknown,unknown,0,0,0
72000,DID_SIMULATION_MANAGEMENT_PARMS,Simulation Management Parameters,SIMAN,unknown,unknown,unknown,0,0,0
72100,DID_CHECKPOINT_INTERVAL,Checkpoint Interval,Checkpoint,unknown,unknown,unknown,0,0,0
72600,DID_TRANS_TIME_THRESHOLD,Transmitter Time Threshold,SIMAN,unknown,unknown,unknown,0,0,0
72700,DID_RECEIVER_TIME_THRESHOLD,Receiver Time Threshold,SIMAN,unknown,unknown,unknown,0,0,0
73000,DID_INTEROPERABILITY_MODE,Interoperability Mode,SIMAN,unknown,unknown,unknown,0,0,0
74000,DID_SIMNET_DATA_COLLECTION,SIMNET Data Collection,SIMAN,variable,unknown,unknown,0,0,0
75000,DID_EVENT_ID,Event ID,SIMAN,unknown,unknown,unknown,0,0,0
75100,DID_SOURCE_SITE_ID,Source Site ID,SIMAN,unknown,unknown,unknown,0,0,0
75200,DID_SOURCE_HOST_ID,Source Host ID,SIMAN,unknown,unknown,unknown,0,0,0
76000,DID_EMULATION_STATUS_ID,Emulation Status ID,SIMAN,fixed,unknown,unknown,0,0,0
77000,DID_EVENT_REPORT_RECORD_ID,Event Report Record ID,SIMAN,variable,unknown,unknown,0,0,0
78100,DID_SLAVED_VIEWPORT_GENERAL_ID,Slaved Viewport General ID,Stealth,variable,unknown,unknown,0,0,0
78200,DID_SLAVED_EYEPOINT_ID,Slaved Eyepoint ID,Stealth,variable,unknown,unknown,0,0,0
78201,DID_SLAVED_GAS_SYMBOLOGY,Slaved Gas Symbology,Stealth,variable,unknown,unknown,0,0,0
78202,DID_SLAVED_GUNNER_SYMBOLOGY,Slaved Gunner Symbology,Stealth,variable,unknown,unknown,0,0,0
78203,DID_SLAVED_CITV_SYMBOLOGY,Slaved CITV Symbology,Stealth,variable,unknown,unknown,0,0,0
78204,DID_SLAVED_BUS_SYMBOLOGY,Slaved Bus Symbology,Stealth,variable,unknown,unknown,0,0,0
78205,DID_SLAVED_ISU_SYMBOLOGY,Slaved ISU Symbology,Stealth,variable,unknown,unknown,0,0,0
78206,DID_SLAVED_TELESCOPE_SYMBOLOGY,Slaved Telescope Symbology,Stealth,variable,unknown,unknown,0,0,0
78207,DID_SLAVED_CIV_IBAS_SYMBOLOGY,Slaved Civ Ibas Symbology,Stealth,variable,unknown,unknown,0,0,0
78208,DID_SLAVED_DVO_SYMBOLOGY,Slaved Dvo Symbology,Stealth,variable,unknown,unknown,0,0,0
78220,DID_SLAVED_LASER_RANGE_FINDER_ID,Slaved Laser Range Finder ID,Stealth,variable,unknown,unknown,0,0,0
78300,DID_SLAVED_VIEWPORT_DATA_ID,Slaved Viewport Data ID,Stealth,variable,unknown,unknown,0,0,0
78400,DID_SLAVED_SYMBOLOGY_ID,Slaved Symbology ID,Stealth,variable,unknown,unknown,0,0,0
78410,DID_AAR_MODE_ID,AAR Mode ID,AAR,fixed,unknown,unknown,0,0,0
78420,DID_AAR_RECORD_READY_ID,AAR Record Ready ID,AAR,fixed,unknown,unknown,0,0,0
78430,DID_AAR_REMAINING_MEDIA_TIME_ID,AAR Remaining Media Time ID,AAR,fixed,unknown,unknown,0,0,0
78440,DID_AAR_VOICE_CHANNEL_ID,AAR Voice Channel ID,AAR,fixed,unknown,unknown,0,0,0
78450,DID_AAR_RECORDING_INIT_ID,AAR Recording Init ID,AAR,fixed,unknown,unknown,0,0,0
78500,DID_SELF_TEST_STATUS_RECORD_ID,Self Test Status Record ID,SIMAN,variable,unknown,unknown,0,0,0
78600,DID_CHECKPOINT_DATA_RECORD_ID,Checkpoint Data Record ID,Checkpoint,variable,unknown,unknown,0,0,0
78700,DID_CHECKPOINT_RESET_TIME_RECORD_ID,Checkpoint Reset Time Record ID,Checkpoint,variable,unknown,unknown,0,0,0
78800,DID_OPERATIONS_CENTER_FLAGS_RECORD_ID,Operations Center Flags Record ID,SIMAN,variable,unknown,unknown,0,0,0
78820,DID_OPERATIONS_CENTER_RADIO_STATUS_ID,Operations Center Radio Status ID,SIMAN,variable,unknown,unknown,0,0,0
78920,DID_PORT_ADDRESS_RECORD_ID,Port Address Record ID,SIMAN,variable,unknown,unknown,0,0,0
79000,DID_SEND_OBJECT_STATE_DATA_RECORD_ID,Send Object State Data Record ID,SIMAN,variable,unknown,unknown,0,0,0
79100,DID_SAF_BOSS_INDICATOR_ID,Saf Boss Indicator ID,SIMAN,fixed,unknown,unknown,0,0,0
79200,DID_NUMBER_OF_CGF_SIMULATORS_ID,Number Of CGF Simulators ID,SIMAN,fixed,unknown,unknown,0,0,0
79300,DID_BLUFOR_SIM_LOAD_ID,Blufor Sim Load ID,SIMAN,fixed,unknown,unknown,0,0,0
79400,DID_OPFOR_SIM_LOAD_ID,Opfor Sim Load ID,SIMAN,fixed,unknown,unknown,0,0,0
79500,DID_SAF_EXERCISE_FILENAME_ID,Saf Exercise Filename ID,SIMAN,variable,unknown,unknown,0,0,0
80000,DID_VISUAL_OBJECT_UPDATE_REQUEST,Visual Object Update Request,SIMAN,unknown,unknown,unknown,0,0,0
80001,DID_VISUAL_OBJECT_STATE_REQUEST,Visual Object State Request,SIMAN,unknown,unknown,unknown,0,0,0
90000,DID_ART_PARTS_AGGR,Articulated Parts (Aggregate),Articulated Parts,variable,unknown,unknown,0,0,0
90050,DID_ART_PARTS_PART_ID,Articulated Parts - Part ID,Articulated Parts,unknown,unknown,unknown,0,0,0
90070,DID_ART_PARTS_INDEX,Articulated Parts - Index,Articulated Parts,unknown,unknown,unknown,0,0,0
90100,DID_ART_PARTS_POSITION,Articulated Parts - Position,Articulated Parts,unknown,unknown,unknown,0,0,0
90200,DID_ART_PARTS_POSITION_RATE,Articulated Parts - Position Rate,Articulated Parts,unknown,unknown,unknown,0,0,0
90300,DID_ART_PARTS_EXTENSION,Articulated Parts - Extension,Articulated Parts,unknown,unknown,unknown,0,0,0
90400,DID_ART_PARTS_EXTENSION_EXTENSION_RATE,Articulated Parts - Extension - Extension Rate,Articulated Parts,unknown,unknown,unknown,0,0,0
90500,DID_ART_PARTS_EXTENSION_X,Articulated Parts - Extension - X,Articulated Parts,unknown,unknown,unknown,0,0,0
90600,DID_ART_PARTS_EXTENSION_X_RATE,Articulated Parts - Extension - X-rate,Articulated Parts,unknown,unknown,unknown,0,0,0
90700,DID_ART_PARTS_EXTENSION_Y,Articulated Parts - Extension - Y,Articulated Parts,unknown,unknown,unknown,0,0,0
90800,DID_ART_PARTS_EXTENSION_Y_RATE,Articulated Parts - Extension - Y-rate,Articulated Parts,unknown,unknown,unknown,0,0,0
90900,DID_ART_PARTS_EXTENSION_Z,Articulated Parts - Extension - Z,Articulated Parts,unknown,unknown,unknown,0,0,0
91000,DID_ART_PARTS_EXTENSION_Z_RATE,Articulated Parts - Extension - Z-rate,Articulated Parts,unknown,unknown,unknown,0,0,0
91100,DID_ART_PARTS_AZIMUTH,Articulated Parts - Azimuth,Articulated Parts,unknown,unknown,unknown,0,0,0
91200,DID_ART_PARTS_AZIMUTH_RATE,Articulated Parts - Azimuth Rate,Articulated Parts,unknown,unknown,unknown,0,0,0
91300,DID_ART_PARTS_ELEVATION,Articulated Parts - Elevation,Articulated Parts,unknown,unknown,unknown,0,0,0
91400,DID_ART_PARTS_ELEVATION_RATE,Articulated Parts - Elevation Rate,Articulated Parts,unknown,unknown,unknown,0,0,0
91500,DID_ART_PARTS_ROTATION,Articulated Parts - Rotation,Articulated Parts,unknown,unknown,unknown,0,0,0
91600,DID_ART_PARTS_ROTATION_RATE,Articulated Parts - Rotation Rate,Articulated Parts,unknown,unknown,unknown,0,0,0
100001,DID_DRA_ANGULAR_X_VEL,DRA Angular X-Velocity,Dead Reckoning,unknown,unknown,unknown,0,0,0
100002,DID_DRA_ANGULAR_Y_VEL,DRA Angular Y-Velocity,Dead Reckoning,unknown,unknown,unknown,0,0,0
100003,DID_DRA_ANGULAR_Z_VEL,DRA Angular Z-Velocity,Dead Reckoning,unknown,unknown,unknown,0,0,0
100004,DID_APPEARANCE_TRAILING_EFFECTS,Appearance - Trailing Effects,Entity Status,unknown,unknown,unknown,0,0,0
100005,DID_APPEARANCE_HATCH,Appearance - Hatch,Entity Status,unknown,unknown,unknown,0,0,0
100008,DID_APPEARANCE_CHARACTER_SET,Appearance - Character Set,Entity Status,unknown,unknown,unknown,0,0,0
100010,DID_CAPABILITY_AMMO_SUPPLIER,Capability - Ammunition Supplier,Capability,fixed,unknown,unknown,0,0,0
100011,DID_CAPABILITY_MISCELLANEOUS_SUPPLIER,Capability - Miscellaneous Supplier,Capability,fixed,unknown,unknown,0,0,0
100012,DID_CAPABILITY_REPAIR_PROVIDER,Capability - Repair Provider,Capability,fixed,unknown,unknown,0,0,0
100014,DID_ART_PARAMETER,Articulation Parameter,Articulated Parts,fixed,unknown,unknown,0,0,0
100047,DID_ART_PARAMETER_TYPE,Articulation Parameter Type,Articulated Parts,fixed,unknown,unknown,0,0,0
100048,DID_ART_PARAMETER_VALUE,Articulation Parameter Value,Articulated Parts,fixed,unknown,unknown,0,0,0
100058,DID_TIME_OF_DAY_SCENE,Time of Day - Scene,Time,unknown,unknown,unknown,0,0,0
100061,DID_LAT_NORTH,Latitude-North (Location of weather cell),Meteorology,unsigned integer,unknown,unknown,0,0,0
100063,DID_LONG_EAST,Longitude-East (Location of weather cell),Meteorology,unsigned integer,unknown,unknown,0,0,0
100068,DID_TACTICAL_DRIVER_STATUS,Tactical Driver Status,Crew Status,unsigned integer,unknown,unknown,0,0,0
100100,DID_SONAR_SYSTEM_STATUS,Sonar System Status,Entity Status,unknown,unknown,unknown,0,0,0
100160,DID_ACCOMPLISHED_ACCEPT,Accomplished Accept,SIMAN,boolean,unknown,boolean,0,0,0
100161,DID_UPPER_LAT,Upper latitude,Meteorology,float,32-bits,radians,0,0,0
100162,DID_LAT_SOUTH,Latitude-South (Location of weather cell),Meteorology,unsigned integer,unknown,unknown,0,0,0
100163,DID_WESTERN_LONG,Western longitude,Meteorology,float,32-bits,radians,0,0,0
100164,DID_LONG_WEST,Longitude-West (location of weather cell),Meteorology,unsigned integer,unknown,unknown,0,0,0
100165,DID_CD_ROM_NUMBER_DISK_ID_FOR_TERRAIN,CD ROM Number (Disk ID for terrain),SIMAN,integer,unknown,N/A,0,0,0
100166,DID_DTED_DISK_ID,DTED Disk ID,SIMAN,unsigned integer,32-bits,unknown,0,0,0
100169,DID_TACTICAL_SYSTEM_STATUS,Tactical System Status,Entity Status,unsigned integer,unknown,unknown,0,0,0
100170,DID_JTIDS_STATUS,JTIDS Status,unknown,unsigned integer,unknown,unknown,0,0,0
100171,DID_TADIL_J_STATUS,TADIL-J Status,TADIL J,unsigned integer,unknown,unknown,0,0,0
100172,DID_DSDD_STATUS,DSDD Status,unknown,unsigned integer,unknown,unknown,0,0,0
100200,DID_WEAPON_SYSTEM_STATUS,Weapon System Status,Entity Status,unknown,unknown,unknown,0,0,0
100205,DID_SUBSYSTEM_STATUS,Subsystem status,Entity Status,boolean,32-bits,unknown,0,0,0
100206,DID_NUMBER_OF_INTERCEPTORS_FIRED,Number of interceptors fired,Engagement Data,unsigned integer,32-bits,unknown,0,0,0
100207,DID_NUMBER_OF_INTERCEPTOR_DETONATIONS,Number of interceptor detonations,Engagement Data,unsigned integer,32-bits,unknown,0,0,0
100208,DID_NUMBER_OF_MSG_BUFFERS_DROPPED,Number of message buffers dropped,SIMAN,unsigned integer,32-bits,unknown,0,0,0
100213,DID_SATELLITE_SENSOR_BACKGROUND_YEAR_DAY,Satellite sensor background (year - day),Time,fixed,16-bits,years - julian days,0,0,0
100214,DID_SATELLITE_SENSOR_BACKGROUND_HOUR_MINUTE,Satellite sensor background (hour - minute),Time,fixed,16-bits,hours - minutes,0,0,0
100218,DID_SCRIPT_NUMBER,Script Number,SIMAN,integer,16-bits,unknown,0,0,0
